ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-12,23.550637437442923,2.3696284015459224,17.628221439833858,23.550637437442923,23.550637437442923,-13.127577483534015,-13.127577483534015,-13.127577483534015,-5.255168164746231,-5.255168164746231,-5.255168164746231,-7.872409318787784,-7.872409318787784,-7.872409318787784,0.0,0.0,0.0,10.423059953908908
2015-01-13,23.55521138630137,5.660365366964195,22.25564220172555,23.55521138630137,23.55521138630137,-9.942758111383256,-9.942758111383256,-9.942758111383256,-2.0122537273638343,-2.0122537273638343,-2.0122537273638343,-7.930504384019421,-7.930504384019421,-7.930504384019421,0.0,0.0,0.0,13.612453274918114
2015-01-14,23.559785335159816,5.720570802730262,21.337878919846595,23.559785335159816,23.559785335159816,-10.089596464953436,-10.089596464953436,-10.089596464953436,-2.1139528913131875,-2.1139528913131875,-2.1139528913131875,-7.975643573640248,-7.975643573640248,-7.975643573640248,0.0,0.0,0.0,13.47018887020638
2015-01-15,23.564359284018263,7.303599467138267,22.932318996232045,23.564359284018263,23.564359284018263,-8.30959197471137,-8.30959197471137,-8.30959197471137,-0.3032852479993154,-0.3032852479993154,-0.3032852479993154,-8.006306726712056,-8.006306726712056,-8.006306726712056,0.0,0.0,0.0,15.254767309306892
2015-01-16,23.56893323287671,9.812552571458351,25.286544262988514,23.56893323287671,23.56893323287671,-6.271010265716843,-6.271010265716843,-6.271010265716843,1.750331312032989,1.750331312032989,1.750331312032989,-8.021341577749832,-8.021341577749832,-8.021341577749832,0.0,0.0,0.0,17.297922967159867
2015-01-17,23.57350718173516,11.367817964282455,26.426720341433455,23.57350718173516,23.57350718173516,-4.591664457176457,-4.591664457176457,-4.591664457176457,3.4283246998748114,3.4283246998748114,3.4283246998748114,-8.019989157051269,-8.019989157051269,-8.019989157051269,0.0,0.0,0.0,18.981842724558703
2015-01-18,23.578081130593606,12.268451499912436,28.106191595121693,23.578081130593606,23.578081130593606,-3.495893598201331,-3.495893598201331,-3.495893598201331,4.506004019544053,4.506004019544053,4.506004019544053,-8.001897617745383,-8.001897617745383,-8.001897617745383,0.0,0.0,0.0,20.082187532392275
2015-01-19,23.582655079452053,2.653187837621055,18.071368672988296,23.582655079452053,23.582655079452053,-13.22229250820914,-13.22229250820914,-13.22229250820914,-5.25516816474903,-5.25516816474903,-5.25516816474903,-7.96712434346011,-7.96712434346011,-7.96712434346011,0.0,0.0,0.0,10.360362571242913
2015-01-20,23.587229028310503,6.331088078378014,21.88244815285452,23.587229028310503,23.587229028310503,-9.928380242929649,-9.928380242929649,-9.928380242929649,-2.0122537273563554,-2.0122537273563554,-2.0122537273563554,-7.916126515573293,-7.916126515573293,-7.916126515573293,0.0,0.0,0.0,13.658848785380854
2015-01-21,23.59180297716895,5.944738152588551,21.518578365535717,23.59180297716895,23.59180297716895,-9.963693525393087,-9.963693525393087,-9.963693525393087,-2.113952891321225,-2.113952891321225,-2.113952891321225,-7.8497406340718605,-7.8497406340718605,-7.8497406340718605,0.0,0.0,0.0,13.628109451775863
2015-01-22,23.596376926027396,8.030897467608654,23.210244828736375,23.596376926027396,23.596376926027396,-8.072437030563536,-8.072437030563536,-8.072437030563536,-0.3032852480171199,-0.3032852480171199,-0.3032852480171199,-7.769151782546417,-7.769151782546417,-7.769151782546417,0.0,0.0,0.0,15.52393989546386
2015-01-23,23.600950874885843,9.98197330856294,25.61728776951504,23.600950874885843,23.600950874885843,-5.925522385855826,-5.925522385855826,-5.925522385855826,1.750331312017381,1.750331312017381,1.750331312017381,-7.675853697873206,-7.675853697873206,-7.675853697873206,0.0,0.0,0.0,17.67542848903002
2015-01-24,23.60552482374429,11.792054240869533,27.45563415925457,23.60552482374429,23.60552482374429,-4.143276241743594,-4.143276241743594,-4.143276241743594,3.4283246998736656,3.4283246998736656,3.4283246998736656,-7.57160094161726,-7.57160094161726,-7.57160094161726,0.0,0.0,0.0,19.462248582000697
2015-01-25,23.61009877260274,13.163280107037453,29.112919987853864,23.61009877260274,23.61009877260274,-2.9523506474207317,-2.9523506474207317,-2.9523506474207317,4.5060040195464985,4.5060040195464985,4.5060040195464985,-7.45835466696723,-7.45835466696723,-7.45835466696723,0.0,0.0,0.0,20.657748125182007
2015-01-26,23.614672721461186,3.6297108146364554,18.68554065358397,23.614672721461186,23.614672721461186,-12.593391792054396,-12.593391792054396,-12.593391792054396,-5.255168164751829,-5.255168164751829,-5.255168164751829,-7.338223627302566,-7.338223627302566,-7.338223627302566,0.0,0.0,0.0,11.02128092940679
2015-01-27,23.619246670319633,5.851816477422112,22.697132333764905,23.619246670319633,23.619246670319633,-9.225655903896282,-9.225655903896282,-9.225655903896282,-2.0122537273633747,-2.0122537273633747,-2.0122537273633747,-7.213402176532905,-7.213402176532905,-7.213402176532905,0.0,0.0,0.0,14.393590766423351
2015-01-28,23.623820619178083,6.68749689022641,22.82223083429612,23.623820619178083,23.623820619178083,-9.200059956388419,-9.200059956388419,-9.200059956388419,-2.113952891332713,-2.113952891332713,-2.113952891332713,-7.086107065055707,-7.086107065055707,-7.086107065055707,0.0,0.0,0.0,14.423760662789665
2015-01-29,23.62839456803653,8.505106900758085,23.806377399838315,23.62839456803653,23.62839456803653,-7.261800085644454,-7.261800085644454,-7.261800085644454,-0.30328524800595674,-0.30328524800595674,-0.30328524800595674,-6.958514837638497,-6.958514837638497,-6.958514837638497,0.0,0.0,0.0,16.366594482392074
2015-01-30,23.632968516894977,11.098775559949566,26.064538493202566,23.632968516894977,23.632968516894977,-5.082370279433746,-5.082370279433746,-5.082370279433746,1.7503313120233097,1.7503313120233097,1.7503313120233097,-6.832701591457056,-6.832701591457056,-6.832701591457056,0.0,0.0,0.0,18.55059823746123
2015-01-31,23.637542465753427,13.027580196114801,28.51779086618787,23.637542465753427,23.637542465753427,-3.2822620560528075,-3.2822620560528075,-3.2822620560528075,3.4283246998832597,3.4283246998832597,3.4283246998832597,-6.710586755936067,-6.710586755936067,-6.710586755936067,0.0,0.0,0.0,20.35528040970062
2015-02-01,23.64211641461187,13.608917903056499,29.258344200461355,23.64211641461187,23.64211641461187,-2.087878394743458,-2.087878394743458,-2.087878394743458,4.506004019549646,4.506004019549646,4.506004019549646,-6.593882414293104,-6.593882414293104,-6.593882414293104,0.0,0.0,0.0,21.55423801986841
2015-02-02,23.646690363470316,4.092165639877785,19.43957681849835,23.646690363470316,23.646690363470316,-11.739217669174112,-11.739217669174112,-11.739217669174112,-5.255168164746273,-5.255168164746273,-5.255168164746273,-6.484049504427839,-6.484049504427839,-6.484049504427839,0.0,0.0,0.0,11.907472694296205
2015-02-03,23.651264312328767,8.409525821966223,23.000413676443973,23.651264312328767,23.651264312328767,-8.394515747027617,-8.394515747027617,-8.394515747027617,-2.012253727361073,-2.012253727361073,-2.012253727361073,-6.382262019666545,-6.382262019666545,-6.382262019666545,0.0,0.0,0.0,15.25674856530115
2015-02-04,23.655838261187213,7.130415377711301,22.811899582563708,23.655838261187213,23.655838261187213,-8.40333297579115,-8.40333297579115,-8.40333297579115,-2.1139528913287218,-2.1139528913287218,-2.1139528913287218,-6.289380084462429,-6.289380084462429,-6.289380084462429,0.0,0.0,0.0,15.252505285396063
2015-02-05,23.66041221004566,9.158039714373372,24.68452948430496,23.66041221004566,23.66041221004566,-6.509217761789712,-6.509217761789712,-6.509217761789712,-0.30328524800921974,-0.30328524800921974,-0.30328524800921974,-6.205932513780492,-6.205932513780492,-6.205932513780492,0.0,0.0,0.0,17.15119444825595
2015-02-06,23.664986160714932,11.424901709999865,27.29141538167524,23.664986160714932,23.664986160714932,-4.3817778733141175,-4.3817778733141175,-4.3817778733141175,1.7503313120292372,1.7503313120292372,1.7503313120292372,-6.132109185343355,-6.132109185343355,-6.132109185343355,0.0,0.0,0.0,19.283208287400814
2015-02-07,23.669560111384204,13.622203155747995,29.231986672350594,23.669560111384204,23.669560111384204,-2.6394385693948674,-2.6394385693948674,-2.6394385693948674,3.4283246998713732,3.4283246998713732,3.4283246998713732,-6.067763269266241,-6.067763269266241,-6.067763269266241,0.0,0.0,0.0,21.030121541989338
2015-02-08,23.674134062053476,14.495430080648989,29.57321169255525,23.674134062053476,23.674134062053476,-1.5064190584228372,-1.5064190584228372,-1.5064190584228372,4.506004019563566,4.506004019563566,4.506004019563566,-6.012423077986402,-6.012423077986402,-6.012423077986402,0.0,0.0,0.0,22.16771500363064
2015-02-09,23.678708012722748,5.205329077225478,20.26347426871279,23.678708012722748,23.678708012722748,-11.22048119346266,-11.22048119346266,-11.22048119346266,-5.255168164750105,-5.255168164750105,-5.255168164750105,-5.965313028712554,-5.965313028712554,-5.965313028712554,0.0,0.0,0.0,12.458226819260087
2015-02-10,23.683281963392016,7.997253023393978,22.995956952240782,23.683281963392016,23.683281963392016,-7.937636685799896,-7.937636685799896,-7.937636685799896,-2.012253727360843,-2.012253727360843,-2.012253727360843,-5.925382958439053,-5.925382958439053,-5.925382958439053,0.0,0.0,0.0,15.74564527759212
2015-02-11,23.687855914061288,7.838555386349819,23.17371595184402,23.687855914061288,23.687855914061288,-8.005297696089618,-8.005297696089618,-8.005297696089618,-2.1139528913367602,-2.1139528913367602,-2.1139528913367602,-5.891344804752857,-5.891344804752857,-5.891344804752857,0.0,0.0,0.0,15.68255821797167
2015-02-12,23.69242986473056,9.686261295319111,25.53294097899556,23.69242986473056,23.69242986473056,-6.165000718352489,-6.165000718352489,-6.165000718352489,-0.3032852479980567,-0.3032852479980567,-0.3032852479980567,-5.861715470354431,-5.861715470354431,-5.861715470354431,0.0,0.0,0.0,17.527429146378072
2015-02-13,23.697003815399828,12.080704074110187,27.06011577132809,23.697003815399828,23.697003815399828,-4.084533218500683,-4.084533218500683,-4.084533218500683,1.750331312027596,1.750331312027596,1.750331312027596,-5.834864530528279,-5.834864530528279,-5.834864530528279,0.0,0.0,0.0,19.612470596899144
2015-02-14,23.7015777660691,13.906104287101778,29.165992976743482,23.7015777660691,23.7015777660691,-2.3807406248808642,-2.3807406248808642,-2.3807406248808642,3.4283246998773906,3.4283246998773906,3.4283246998773906,-5.809065324758255,-5.809065324758255,-5.809065324758255,0.0,0.0,0.0,21.320837141188235
2015-02-15,23.706151716738372,14.37035553795193,30.852183158136167,23.706151716738372,23.706151716738372,-1.2765438795867812,-1.2765438795867812,-1.2765438795867812,4.506004019555238,4.506004019555238,4.506004019555238,-5.78254789914202,-5.78254789914202,-5.78254789914202,0.0,0.0,0.0,22.42960783715159
2015-02-16,23.710725667407644,5.372779736438486,20.465273131626187,23.710725667407644,23.710725667407644,-11.008720401479913,-11.008720401479913,-11.008720401479913,-5.255168164752905,-5.255168164752905,-5.255168164752905,-5.753552236727007,-5.753552236727007,-5.753552236727007,0.0,0.0,0.0,12.702005265927731
2015-02-17,23.715299618076916,8.20347053681289,24.33467576806,23.715299618076916,23.715299618076916,-7.732633956024333,-7.732633956024333,-7.732633956024333,-2.0122537273606134,-2.0122537273606134,-2.0122537273606134,-5.72038022866372,-5.72038022866372,-5.72038022866372,0.0,0.0,0.0,15.982665662052582
2015-02-18,23.719873568746184,8.140333697820445,23.685622286063364,23.719873568746184,23.719873568746184,-7.79539779036814,-7.79539779036814,-7.79539779036814,-2.11395289131561,-2.11395289131561,-2.11395289131561,-5.68144489905253,-5.68144489905253,-5.68144489905253,0.0,0.0,0.0,15.924475778378044
2015-02-19,23.724447519415456,9.952791767189966,25.28183374377889,23.724447519415456,23.724447519415456,-5.93860074631935,-5.93860074631935,-5.93860074631935,-0.3032852480158035,-0.3032852480158035,-0.3032852480158035,-5.635315498303547,-5.635315498303547,-5.635315498303547,0.0,0.0,0.0,17.785846773096104
2015-02-20,23.729021470084728,12.187903374328565,27.605515602720526,23.729021470084728,23.729021470084728,-3.830425908200674,-3.830425908200674,-3.830425908200674,1.7503313120195576,1.7503313120195576,1.7503313120195576,-5.580757220220231,-5.580757220220231,-5.580757220220231,0.0,0.0,0.0,19.898595561884054
2015-02-21,23.733595420753996,13.235869858651018,29.675067508281106,23.733595420753996,23.733595420753996,-2.0884397724756054,-2.0884397724756054,-2.0884397724756054,3.428324699876245,3.428324699876245,3.428324699876245,-5.51676447235185,-5.51676447235185,-5.51676447235185,0.0,0.0,0.0,21.64515564827839
2015-02-22,23.73816937142327,15.02923105374399,30.560401017018528,23.73816937142327,23.73816937142327,-0.9365828124687738,-0.9365828124687738,-0.9365828124687738,4.506004019546911,4.506004019546911,4.506004019546911,-5.442586832015685,-5.442586832015685,-5.442586832015685,0.0,0.0,0.0,22.801586558954497
2015-02-23,23.74274332209254,5.138497376425149,20.521679911834518,23.74274332209254,23.74274332209254,-10.612915210252474,-10.612915210252474,-10.612915210252474,-5.255168164756739,-5.255168164756739,-5.255168164756739,-5.357747045495735,-5.357747045495735,-5.357747045495735,0.0,0.0,0.0,13.129828111840066
2015-02-24,23.747317272761812,8.066613757807277,24.289006456435295,23.747317272761812,23.747317272761812,-7.274304395987243,-7.274304395987243,-7.274304395987243,-2.0122537273655596,-2.0122537273655596,-2.0122537273655596,-5.262050668621685,-5.262050668621685,-5.262050668621685,0.0,0.0,0.0,16.47301287677457
2015-02-25,23.751891223431084,8.892000626813946,23.991145909568242,23.751891223431084,23.751891223431084,-7.269540087312445,-7.269540087312445,-7.269540087312445,-2.113952891323647,-2.113952891323647,-2.113952891323647,-5.155587195988798,-5.155587195988798,-5.155587195988798,0.0,0.0,0.0,16.482351136118638
2015-02-26,23.756465174100352,10.356573917933442,25.50978260180639,23.756465174100352,23.756465174100352,-5.342008024298123,-5.342008024298123,-5.342008024298123,-0.3032852480046404,-0.3032852480046404,-0.3032852480046404,-5.038722776293483,-5.038722776293483,-5.038722776293483,0.0,0.0,0.0,18.414457149802228
2015-02-27,23.761039124769624,13.11541062122268,29.19479577588397,23.761039124769624,23.761039124769624,-3.1617535433189334,-3.1617535433189334,-3.1617535433189334,1.7503313120254864,1.7503313120254864,1.7503313120254864,-4.912084855344419,-4.912084855344419,-4.912084855344419,0.0,0.0,0.0,20.59928558145069
2015-02-28,23.765613075438896,14.66131044567647,30.42863376514431,23.765613075438896,23.765613075438896,-1.3482146194359554,-1.3482146194359554,-1.3482146194359554,3.4283246998750987,3.4283246998750987,3.4283246998750987,-4.776539319311054,-4.776539319311054,-4.776539319311054,0.0,0.0,0.0,22.417398456002942
2015-03-01,23.770187026108168,15.887778959232108,31.402898321366038,23.770187026108168,23.770187026108168,-0.1271569026362058,-0.1271569026362058,-0.1271569026362058,4.506004019560832,4.506004019560832,4.506004019560832,-4.633160922197037,-4.633160922197037,-4.633160922197037,0.0,0.0,0.0,23.643030123471963
2015-03-02,23.77476097677744,6.157254867772437,21.604267835524933,23.77476097677744,23.77476097677744,-9.738366132211603,-9.738366132211603,-9.738366132211603,-5.255168164750147,-5.255168164750147,-5.255168164750147,-4.483197967461456,-4.483197967461456,-4.483197967461456,0.0,0.0,0.0,14.036394844565837
2015-03-03,23.77933492744671,8.886259851133538,24.547608456046422,23.77933492744671,23.77933492744671,-6.340286096481007,-6.340286096481007,-6.340286096481007,-2.0122537273580816,-2.0122537273580816,-2.0122537273580816,-4.328032369122926,-4.328032369122926,-4.328032369122926,0.0,0.0,0.0,17.439048830965703
2015-03-04,23.78390887811598,9.655336116112341,25.424101856401965,23.78390887811598,23.78390887811598,-6.2830892297321945,-6.2830892297321945,-6.2830892297321945,-2.1139528913196566,-2.1139528913196566,-2.1139528913196566,-4.169136338412538,-4.169136338412538,-4.169136338412538,0.0,0.0,0.0,17.500819648383786
2015-03-05,23.78848282878525,11.515280294112909,26.998323422706044,23.78848282878525,23.78848282878525,-4.311312273027621,-4.311312273027621,-4.311312273027621,-0.3032852479934773,-0.3032852479934773,-0.3032852479934773,-4.008027025034145,-4.008027025034145,-4.008027025034145,0.0,0.0,0.0,19.477170555757628
2015-03-06,23.79305677945452,14.294525538822398,29.7770892628834,23.79305677945452,23.79305677945452,-2.0958891733462957,-2.0958891733462957,-2.0958891733462957,1.7503313120174488,1.7503313120174488,1.7503313120174488,-3.8462204853637445,-3.8462204853637445,-3.8462204853637445,0.0,0.0,0.0,21.697167606108223
2015-03-07,23.797630730123796,15.81944570295686,31.25289766125654,23.797630730123796,23.797630730123796,-0.25686165282181916,-0.25686165282181916,-0.25686165282181916,3.428324699866799,3.428324699866799,3.428324699866799,-3.685186352688618,-3.685186352688618,-3.685186352688618,0.0,0.0,0.0,23.540769077301977
2015-03-08,23.802204680793064,16.817913071707846,32.560975358089806,23.802204680793064,23.802204680793064,0.9796994722816051,0.9796994722816051,0.9796994722816051,4.506004019552504,4.506004019552504,4.506004019552504,-3.5263045472708994,-3.5263045472708994,-3.5263045472708994,0.0,0.0,0.0,24.78190415307467
2015-03-09,23.806778631462336,7.209996694122758,22.905257223229544,23.806778631462336,23.806778631462336,-8.625993452883495,-8.625993452883495,-8.625993452883495,-5.2551681647539805,-5.2551681647539805,-5.2551681647539805,-3.370825288129515,-3.370825288129515,-3.370825288129515,0.0,0.0,0.0,15.18078517857884
2015-03-10,23.811352582131608,10.449168187265055,25.976967897737097,23.811352582131608,23.811352582131608,-5.232087283996075,-5.232087283996075,-5.232087283996075,-2.012253727357851,-2.012253727357851,-2.012253727357851,-3.219833556638223,-3.219833556638223,-3.219833556638223,0.0,0.0,0.0,18.57926529813553
2015-03-11,23.815926532800876,10.764210673838427,25.900334671760383,23.815926532800876,23.815926532800876,-5.188171909309583,-5.188171909309583,-5.188171909309583,-2.1139528913276946,-2.1139528913276946,-2.1139528913276946,-3.0742190179818882,-3.0742190179818882,-3.0742190179818882,0.0,0.0,0.0,18.627754623491292
2015-03-12,23.82050048347015,13.340959362284417,28.571127336087663,23.82050048347015,23.82050048347015,-3.2379374827708167,-3.2379374827708167,-3.2379374827708167,-0.30328524801122414,-0.30328524801122414,-0.30328524801122414,-2.9346522347595925,-2.9346522347595925,-2.9346522347595925,0.0,0.0,0.0,20.58256300069933
2015-03-13,23.825074436398946,15.26430221429722,30.159603763856275,23.825074436398946,23.825074436398946,-1.051236500826055,-1.051236500826055,-1.051236500826055,1.7503313120297728,1.7503313120297728,1.7503313120297728,-2.8015678128558275,-2.8015678128558275,-2.8015678128558275,0.0,0.0,0.0,22.773837935572892
2015-03-14,23.829648389327744,16.77394282746125,32.051661761507866,23.829648389327744,23.829648389327744,0.7531697908564197,0.7531697908564197,0.7531697908564197,3.428324699865654,3.428324699865654,3.428324699865654,-2.675154909009234,-2.675154909009234,-2.675154909009234,0.0,0.0,0.0,24.582818180184162
2015-03-15,23.83422234225654,17.78330387050246,33.511364941738165,23.83422234225654,23.83422234225654,1.9506487109206216,1.9506487109206216,1.9506487109206216,4.506004019549564,4.506004019549564,4.506004019549564,-2.555355308628942,-2.555355308628942,-2.555355308628942,0.0,0.0,0.0,25.78487105317716
2015-03-16,23.83879629518534,7.288602583681146,22.923792540176695,23.83879629518534,23.83879629518534,-7.697037222584307,-7.697037222584307,-7.697037222584307,-5.255168164757814,-5.255168164757814,-5.255168164757814,-2.441869057826493,-2.441869057826493,-2.441869057826493,0.0,0.0,0.0,16.141759072601033
2015-03-17,23.843370248114134,11.27852026051862,27.49304647147101,23.843370248114134,23.843370248114134,-4.346421139311115,-4.346421139311115,-4.346421139311115,-2.012253727367976,-2.012253727367976,-2.012253727367976,-2.3341674119431386,-2.3341674119431386,-2.3341674119431386,0.0,0.0,0.0,19.49694910880302
2015-03-18,23.847944201042935,11.968256363512227,27.16643119360974,23.847944201042935,23.847944201042935,-4.345465541782546,-4.345465541782546,-4.345465541782546,-2.1139528913271532,-2.1139528913271532,-2.1139528913271532,-2.2315126504553926,-2.2315126504553926,-2.2315126504553926,0.0,0.0,0.0,19.50247865926039
2015-03-19,23.85251815397173,12.974610307130938,29.130940188840803,23.85251815397173,23.85251815397173,-2.436269359115969,-2.436269359115969,-2.436269359115969,-0.30328524800006096,-0.30328524800006096,-0.30328524800006096,-2.132984111115908,-2.132984111115908,-2.132984111115908,0.0,0.0,0.0,21.41624879485576
2015-03-20,23.857092106900527,15.63625232265119,31.772114888421868,23.857092106900527,23.857092106900527,-0.2871783080376832,-0.2871783080376832,-0.2871783080376832,1.7503313120217352,1.7503313120217352,1.7503313120217352,-2.0375096200594185,-2.0375096200594185,-2.0375096200594185,0.0,0.0,0.0,23.569913798862846
2015-03-21,23.861666059829325,17.465229310706057,33.19163114682345,23.861666059829325,23.861666059829325,1.4844233555542663,1.4844233555542663,1.4844233555542663,3.4283246998645067,3.4283246998645067,3.4283246998645067,-1.9439013443102406,-1.9439013443102406,-1.9439013443102406,0.0,0.0,0.0,25.34608941538359
2015-03-22,23.866240012758123,18.700332677897478,33.92850512150867,23.866240012758123,23.866240012758123,2.6551090468299607,2.6551090468299607,2.6551090468299607,4.506004019541236,4.506004019541236,4.506004019541236,-1.8508949727112753,-1.8508949727112753,-1.8508949727112753,0.0,0.0,0.0,26.521349059588083
2015-03-23,23.87081396568692,8.990082049590349,24.568790501002148,23.87081396568692,23.87081396568692,-7.012359208693464,-7.012359208693464,-7.012359208693464,-5.255168164751223,-5.255168164751223,-5.255168164751223,-1.757191043942241,-1.757191043942241,-1.757191043942241,0.0,0.0,0.0,16.858454756993456
2015-03-24,23.87538791861572,11.842258386138566,27.825906912383736,23.87538791861572,23.87538791861572,-3.6737509155855683,-3.6737509155855683,-3.6737509155855683,-2.0122537273749947,-2.0122537273749947,-2.0122537273749947,-1.6614971882105736,-1.6614971882105736,-1.6614971882105736,0.0,0.0,0.0,20.20163700303015
2015-03-25,23.879961871544516,11.9430802095756,28.28954141001532,23.879961871544516,23.879961871544516,-3.6765229247750177,-3.6765229247750177,-3.6765229247750177,-2.1139528913231627,-2.1139528913231627,-2.1139528913231627,-1.5625700334518557,-1.5625700334518557,-1.5625700334518557,0.0,0.0,0.0,20.2034389467695
2015-03-26,23.884535824473314,14.080993029601482,30.350454589013157,23.884535824473314,23.884535824473314,-1.7625407956260644,-1.7625407956260644,-1.7625407956260644,-0.303285248003324,-0.303285248003324,-0.303285248003324,-1.45925554762274,-1.45925554762274,-1.45925554762274,0.0,0.0,0.0,22.121995028847248
2015-03-27,23.88910977740211,15.87245892639759,31.467629703822478,23.88910977740211,23.88910977740211,0.3998046672143245,0.3998046672143245,0.3998046672143245,1.7503313120136974,1.7503313120136974,1.7503313120136974,-1.350526644799373,-1.350526644799373,-1.350526644799373,0.0,0.0,0.0,24.288914444616434
2015-03-28,23.89368373033091,18.47736336532423,33.53660797905409,23.89368373033091,23.89368373033091,2.1928077274639355,2.1928077274639355,2.1928077274639355,3.428324699870525,3.428324699870525,3.428324699870525,-1.2355169724065898,-1.2355169724065898,-1.2355169724065898,0.0,0.0,0.0,26.086491457794846
2015-03-29,23.898257683259704,19.778957520054462,35.161133233101786,23.898257683259704,23.898257683259704,3.3924541025931463,3.3924541025931463,3.3924541025931463,4.50600401954977,4.50600401954977,4.50600401954977,-1.1135499169566239,-1.1135499169566239,-1.1135499169566239,0.0,0.0,0.0,27.29071178585285
2015-03-30,23.902831636188505,9.784767358023677,26.273591961923664,23.902831636188505,23.902831636188505,-6.2393301771377585,-6.2393301771377585,-6.2393301771377585,-5.255168164755056,-5.255168164755056,-5.255168164755056,-0.9841620123827024,-0.9841620123827024,-0.9841620123827024,0.0,0.0,0.0,17.663501459050746
2015-03-31,23.9074055891173,13.477207836480225,29.203506686747296,23.9074055891173,23.9074055891173,-2.859373831264149,-2.859373831264149,-2.859373831264149,-2.0122537273675154,-2.0122537273675154,-2.0122537273675154,-0.8471201038966336,-0.8471201038966336,-0.8471201038966336,0.0,0.0,0.0,21.048031757853153
2015-04-01,23.911979542046097,13.12650555179083,28.49751979869175,23.911979542046097,23.911979542046097,-2.816384697394399,-2.816384697394399,-2.816384697394399,-2.113952891319172,-2.113952891319172,-2.113952891319172,-0.7024318060752265,-0.7024318060752265,-0.7024318060752265,0.0,0.0,0.0,21.0955948446517
